m13_TCELLS	m13_BCELLS	m13_NKCELLS	m13_GRANULOCYTES	m13_MONOCYTES	m36_TCELLS	m36_BCELLS	m36_NKCELLS	m36_GRANULOCYTES	m36_MONOCYTES	m43_TCELLS	m43_BCELLS	m43_NKCELLS	m43_GRANULOCYTES	m43_MONOCYTES	m55_TCELLS	m55_BCELLS	m55_NKCELLS	m55_GRANULOCYTES	m55_MONOCYTES
chr19-37883497	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19-41430396	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19-47183122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19-48911978	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19-49613128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19-55550832	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
chr19+1185405	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
chr19+18718399	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19+32729254	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19+40585527	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
chr19+45335538	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19+48710402	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19+6757814	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr19+9616517	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2-10562965	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2-108684204	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
chr2-212597682	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2-228673345	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2-229594336	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2-48539598	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2-55477656	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2-64579003	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2+25771715	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2+46641352	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2+69381783	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr2+99249632	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr20-37675118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr20+47564138	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr21-44093435	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr21+24057150	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr22-41787790	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
chr22-46229284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr22+45373602	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr22+50449094	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3-120162959	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3-17427081	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
chr3-176671922	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3-197330740	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3-71551003	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
chr3-99258138	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3+10176019	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0
chr3+115661724	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3+138867779	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3+190540435	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3+43317444	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3+49313635	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3+84566693	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr3+84741417	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-148154312	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-167225568	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-169587962	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0
chr4-178538833	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-184816027	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-187713528	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-347991	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-94464159	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4+183198157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4+2547720	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4+2548108	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4+2548166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4+56479215	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4+9027938	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4+93467078	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5-134363440	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5-180358013	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5-35676532	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5-39690920	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5-85430784	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5-89619124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5+125068199	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5+156925231	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5+161559400	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5+164306121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5+175827681	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5+92047793	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6-127604220	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6-31315496	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6-42818251	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6-71108932	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+124203243	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+138521420	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+17704246	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+24818055	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+31605033	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0
chr6+31605426	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+31866815	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+31987163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr6+32019901	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-133609997	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-152354525	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
chr7-37113781	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-37394873	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0
chr7-44311137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-75596450	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-77933012	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-81618122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-85246682	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7-86856427	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr7+47724872	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr9-128687173	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr9-128687422	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	2
chr9-13308302	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr9-15964269	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr9-3465563	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr9-77789086	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr9-89521895	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr9+128518315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
chr9+21147917	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
chr9+87249636	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chrX-66761128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chrY+56869743	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr1-108835869	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-145224054	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-244941825	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-26050916	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-31880042	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-31920783	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-76699644	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-92546651	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1+144608050	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1+146706994	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1+23033294	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1+245035639	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1+38897903	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1+6414025	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10-117421792	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10-128589300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10-32689832	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10-49805313	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10+119266228	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10+32382588	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10+69593772	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10+993822	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr11-46038373	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr11+126299128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr11+130176611	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr11+64480254	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
chr12-118164637	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr12+122245506	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13+19575641	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13+46110582	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr14-71767541	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr14+58719418	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr14+63708485	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr14+73900113	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr15-90759837	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
chr15-98024026	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr15+62606144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr15+98328229	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16-13147707	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16-19062581	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16-24965265	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16-29680896	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16-5814723	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16-86035653	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16+10826235	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16+25621692	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16+59608437	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16+67485519	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16+68006706	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr16+82212571	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17-45590629	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17+28607009	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17+32260784	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr18-44052870	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr18-62853589	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr18-9620885	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr18+47793230	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr18+59031009	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19-15518435	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19-15601668	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19-49506529	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19+39774713	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19+42478635	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19+45896063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19+49451252	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19+52996509	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2-129338046	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2-171292468	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2-231035075	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+171286482	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+201269001	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+221799853	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+234974138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+236301213	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+27208156	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+41676455	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2+42497505	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr20-42197174	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr20+3665634	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr20+44342724	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr20+5781540	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr21-36189665	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr21-9122530	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr22-46267070	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr22+27912754	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr22+29537439	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr22+31033457	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3-171046434	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3-72959880	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3+102704741	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3+109282903	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3+122193279	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3+125527309	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3+179360137	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3+193489514	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4-124160708	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4-150384134	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4-186753782	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4-19451945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4-21291644	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4-98655066	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4+118648504	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5-172428021	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5-24569892	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5-67041726	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5+132618599	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5+177185370	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5+31788169	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr6-41807536	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr6+107222427	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr6+136689072	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr6+74110539	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7-158247861	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7-71635003	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7-72754221	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7-72754518	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
chr7+139550554	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7+153920782	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7+155607219	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7+46978777	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7+6397786	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7+66667860	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7+68146467	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr8-9419024	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr8+122887286	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr9-125229050	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr9-78435750	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr9+112259970	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr9+128126977	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr9+39454644	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chrX-123875266	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chrX-70155291	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chrX+24224502	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1-100489898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-112580203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-150117939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-150366445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-151062593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-151117292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-151424813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-151667283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-153893741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-153893939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-160561209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-174274291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-180582540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
chr1-202762689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-21069102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-36023694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-37507235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-63600538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
chr1+10308530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
chr1+148957511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
chr1+150855239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr1+155210911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+155465443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+161319687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
chr1+194617213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+229259378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+27255508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+29174637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr1+42313678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+44450206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+60139303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+61227933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+66347107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+6640575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+66890031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+6817151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	4
chr1+8691100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+92415750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1+9706584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10-112921048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10-20003662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10-59717763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10-72403859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
