4_months	6_months	12_months	18_months	24_months
chr10.110875017.-	0	0	0	20	71
chr10.14649747.-	0	0	0	55	109
chr10.5095501.-	0	0	0	3	4
chr10.62637197.-	0	0	0	11	146
chr10.63219549.+	0	0	0	3	0
chr10.91201079.+	0	0	0	38	154
chr11.112178229.-	0	0	0	32	4
chr11.121445979.-	0	0	0	29	31
chr11.40099246.-	0	0	0	115	97
chr11.60915190.-	0	0	0	15	0
chr11.64206107.-	0	0	0	104	0
chr11.65150200.-	0	0	0	117	0
chr11.67288791.-	0	0	0	3	20
chr11.73148387.-	0	0	0	18	111
chr11.18383607.+	0	0	0	131	94
chr11.2300941.+	0	0	0	4	14
chr11.33935775.+	0	0	0	9	15
chr11.34438027.+	0	0	0	19	100
chr11.59820934.+	0	0	0	51	40
chr11.62639214.+	0	0	0	73	1
chr11.75873398.+	0	0	0	1	0
chr11.95654084.+	0	0	0	13	0
chr12.116560815.-	0	0	0	9	0
chr12.121128855.-	0	0	0	11	0
chr12.180998.-	0	0	0	39	18
chr12.45988341.-	0	0	0	296	102
chr12.49234298.-	0	0	0	41	82
chr12.85617605.-	0	0	0	2	0
chr12.93767937.-	0	0	0	153	31
chr12.121659979.+	0	0	0	7	28
chr12.121801859.+	0	0	0	13	51
chr12.21339396.+	0	0	0	6	0
chr12.24825959.+	0	0	0	146	62
chr12.26749717.+	0	0	0	42	6
chr12.27461992.+	0	0	0	224	146
chr12.49706062.+	0	0	0	116	17
chr12.55926016.+	0	0	0	23	5
chr12.57079264.+	0	0	0	1093	896
chr12.57893701.+	0	0	0	102	34
chr12.69348829.+	0	0	0	4	38
chr13.113185093.-	0	0	0	4	0
chr13.44248960.-	0	0	0	207	139
chr13.46531885.-	0	0	0	46	9
chr13.49692130.+	0	0	0	16	11
chr13.85695060.+	0	0	0	2	0
chr13.86016879.+	0	0	0	1	0
chr14.45132374.-	0	0	0	1	0
chr14.61661527.-	0	0	0	1	37
chr14.68819870.-	0	0	0	8	111
chr14.75068975.-	0	0	0	197	38
chr14.89619489.-	0	0	0	47	43
chr14.100079884.+	0	0	0	75	370
chr14.103120823.+	0	0	0	102	24
chr14.22105062.+	0	0	0	2	0
chr14.23464759.+	0	0	0	33	220
chr14.23530676.+	0	0	0	18	0
chr14.35365671.+	0	0	0	26	409
chr14.49599522.+	0	0	0	72	51
chr14.53109380.+	0	0	0	13	16
chr15.59689679.-	0	0	0	444	393
chr15.63190527.-	0	0	0	44	0
chr15.74385664.-	0	0	0	3	45
chr15.79970503.-	0	0	0	60	0
chr15.98731991.-	0	0	0	48	0
chr15.77761569.+	0	0	0	281	68
chr15.90033989.+	0	0	0	98	64
chr15.98718720.+	0	0	0	130	4
chr16_KI270853v1_alt.1733316.-	0	0	0	3	0
chr16.11241187.-	0	0	0	216	185
chr16.16075427.-	0	0	0	1	1
chr16.3085975.-	0	0	0	1	0
chr16.50667043.-	0	0	0	147	431
chr16.57689234.-	0	0	0	23	0
chr16.60106047.-	0	0	0	7	72
chr16.67244782.-	0	0	0	715	550
chr16.81023854.-	0	0	0	6	0
chr16.30660047.+	0	0	0	10	0
chr16.58859637.+	0	0	0	2	0
chr16.68150390.+	0	0	0	32	0
chr16.70429236.+	0	0	0	96	31
chr16.74667882.+	0	0	0	692	1148
chr16.82137310.+	0	0	0	205	255
chr16.88781009.+	0	0	0	17	5
chr17.19113625.-	0	0	0	1	0
chr17.39660193.-	0	0	0	120	36
chr17.57305573.-	0	0	0	41	0
chr17.57505872.-	0	0	0	1	0
chr17.58334640.-	0	0	0	718	841
chr17.58692399.-	0	0	0	43	3
chr17.76383825.-	0	0	0	3	29
chr17.78735416.-	0	0	0	133	1
chr17.7968429.-	0	0	0	507	1071
chr17.83195910.-	0	0	0	16	14
chr17.8698362.-	0	0	0	97	42
chr17.17406275.+	0	0	0	5	0
chr17.28812063.+	0	0	0	81	108
chr17.48851698.+	0	0	0	40	178
chr17.56832916.+	0	0	0	47	83
chr17.58219682.+	0	0	0	120	31
chr17.64921257.+	0	0	0	1	2
chr17.73290990.+	0	0	0	13	0
chr17.76556920.+	0	0	0	926	1564
chr18.75209932.-	0	0	0	559	959
chr18.13199656.+	0	0	0	6	0
chr18.23863054.+	0	0	0	1	0
chr18.32019377.+	0	0	0	42	0
chr18.47936414.+	0	0	0	6	21
chr19.1206740.-	0	0	0	28	96
chr19.2552321.-	0	0	0	43	0
chr19.3066269.-	0	0	0	11	39
chr19.38685620.-	0	0	0	5	91
chr19.39404745.-	0	0	0	113	0
chr19.58386445.-	0	0	0	5	43
chr19.7522370.-	0	0	0	44	45
chr19.907871.-	0	0	0	122	159
chr19.10285918.+	0	0	0	1	0
chr19.16585271.+	0	0	0	12	0
chr19.18025436.+	0	0	0	61	85
chr19.3134537.+	0	0	0	90	360
chr19.3156643.+	0	0	0	99	47
chr19.39252492.+	0	0	0	11	0
chr19.40416856.+	0	0	0	42	0
chr19.41326988.+	0	0	0	22	0
chr19.44051149.+	0	0	0	1	0
chr19.48322660.+	0	0	0	2	22
chr19.49929399.+	0	0	0	56	147
chr19.703539.+	0	0	0	7	0
chr2.105328441.-	0	0	0	39	4
chr2.137879525.-	0	0	0	13	0
chr2.156430782.-	0	0	0	6	11
chr2.181306513.-	0	0	0	702	971
chr2.201118274.-	0	0	0	383	213
chr2.231643037.-	0	0	0	54	0
chr2.25274152.-	0	0	0	118	70
chr2.42129391.-	0	0	0	92	56
chr2.55009733.-	0	0	0	46	99
chr2.62477910.-	0	0	0	125	236
chr2.64550009.-	0	0	0	15	5
chr2.64671929.-	0	0	0	4	0
chr2.64767368.-	0	0	0	8	0
chr2.135042893.+	0	0	0	1	0
chr2.172281748.+	0	0	0	2	0
chr2.197200832.+	0	0	0	27	0
chr2.202641730.+	0	0	0	29	103
chr2.224402567.+	0	0	0	17	3
chr2.27911893.+	0	0	0	23	38
chr2.42858436.+	0	0	0	13	0
chr2.48236354.+	0	0	0	8	0
chr2.54596034.+	0	0	0	98	54
chr2.68295370.+	0	0	0	37	242
chr2.69643861.+	0	0	0	10	4
chr20.10264264.-	0	0	0	29	40
chr20.59152778.-	0	0	0	8	2
chr20.60049100.-	0	0	0	64	0
chr20.62734615.-	0	0	0	16	88
chr20.23642860.+	0	0	0	26	39
chr20.33000063.+	0	0	0	2	120
chr21.21176120.-	0	0	0	228	277
chr21.29196625.+	0	0	0	117	10
chr21.38752260.+	0	0	0	164	89
chr21.39007890.+	0	0	0	18	26
chr22.27786672.+	0	0	0	5	0
chr22.37275128.+	0	0	0	72	29
chr3.161781732.-	0	0	0	35	18
chr3.31963558.-	0	0	0	1	0
chr3.32402644.-	0	0	0	22	19
chr3.45167147.-	0	0	0	2	48
chr3.45676898.-	0	0	0	30	18
chr3.49341303.-	0	0	0	11	18
chr3.49804325.-	0	0	0	206	62
chr3.57555543.-	0	0	0	37	200
chr3.7206715.-	0	0	0	13	0
chr3.72272160.-	0	0	0	32	8
chr3.72289585.-	0	0	0	136	265
chr3.105418410.+	0	0	0	5	24
chr3.128655616.+	0	0	0	124	14
chr3.128684065.+	0	0	0	149	10
chr3.169158159.+	0	0	0	11	0
chr3.172581662.+	0	0	0	5	57
chr3.177678423.+	0	0	0	30	0
chr3.18209555.+	0	0	0	21	455
chr3.183375606.+	0	0	0	32	21
chr3.18444145.+	0	0	0	40	87
chr3.187927109.+	0	0	0	7	18
chr3.57057942.+	0	0	0	30	50
chr4.106315155.-	0	0	0	47	0
chr4.10703020.-	0	0	0	8	0
chr4.145936285.-	0	0	0	105	0
chr4.184734912.-	0	0	0	91	9
chr4.38772882.-	0	0	0	39	39
chr4.38816516.-	0	0	0	1	0
chr4.70687595.-	0	0	0	1	9
chr4.70994615.-	0	0	0	126	255
chr4.76214595.-	0	0	0	4	61
chr4.10122936.+	0	0	0	160	26
chr4.15764839.+	0	0	0	14	0
chr4.158254124.+	0	0	0	53	0
chr4.16054941.+	0	0	0	35	4
chr4.3305502.+	0	0	0	22	42
chr4.75698093.+	0	0	0	30	55
chr4.76990664.+	0	0	0	39	58
chr4.94345683.+	0	0	0	1	0
chr5.132616468.-	0	0	0	7	4
chr5.173039896.-	0	0	0	225	199
chr5.39077699.-	0	0	0	80	143
chr5.40626541.-	0	0	0	273	138
chr5.88885860.-	0	0	0	10	13
chr5.139272057.+	0	0	0	171	118
chr5.150791376.+	0	0	0	36	103
chr5.159303183.+	0	0	0	113	12
chr5.168854233.+	0	0	0	1	62
chr5.54308989.+	0	0	0	13	0
chr5.76850281.+	0	0	0	116	0
chr5.81852954.+	0	0	0	21	98
chr5.95917162.+	0	0	0	46	9
chr6.13436475.-	0	0	0	15	0
chr6.2990670.-	0	0	0	460	582
chr6.43369995.-	0	0	0	6	7
chr6.56794310.-	0	0	0	3	0
chr6.149127288.+	0	0	0	1	0
chr6.15403297.+	0	0	0	2	0
chr6.15894684.+	0	0	0	1	0
chr6.16236167.+	0	0	0	15	0
chr6.25366931.+	0	0	0	3213	3716
chr6.2793990.+	0	0	0	66	4
chr6.41939038.+	0	0	0	6	2
chr6.63652051.+	0	0	0	18	42
chr6.72623461.+	0	0	0	2	0
chr7.112389217.-	0	0	0	58	0
chr7.116029760.-	0	0	0	148	80
chr7.135148318.-	0	0	0	209	199
chr7.135761368.-	0	0	0	21	0
chr7.140875371.-	0	0	0	258	219
chr7.149601129.-	0	0	0	1	0
chr7.1927729.-	0	0	0	32	0
chr7.20215653.-	0	0	0	89	20
chr7.21897815.-	0	0	0	19	0
chr7.37356231.-	0	0	0	90	37
chr7.38349727.-	0	0	0	2	0
chr7.47670454.-	0	0	0	2	0
chr7.59750065.-	0	0	0	1	0
chr7.82593809.-	0	0	0	46	1
chr7.106866892.+	0	0	0	62	0
chr7.115410784.+	0	0	0	5	20
chr7.116878426.+	0	0	0	279	207
chr7.120992803.+	0	0	0	134	17
chr7.130471933.+	0	0	0	301	90
chr7.135671180.+	0	0	0	13	52
chr7.143259221.+	0	0	0	35	0
chr7.19677160.+	0	0	0	75	684
chr7.21672992.+	0	0	0	18	3
chr7.38350859.+	0	0	0	93	0
chr7.73579500.+	0	0	0	4	0
chr7.82940916.+	0	0	0	1	0
chr8.107486514.-	0	0	0	2	199
chr8.129181701.-	0	0	0	31	0
chr8.85200543.-	0	0	0	218	83
chr8.8873420.-	0	0	0	48	9
chr8.89981878.-	0	0	0	25	0
chr8.107780965.+	0	0	0	49	0
chr8.133060922.+	0	0	0	25	19
chr8.2986119.+	0	0	0	63	0
chr8.79900195.+	0	0	0	5	0
chr9.137628280.-	0	0	0	2	65
chr9.2731548.-	0	0	0	76	7
chr9.3529030.-	0	0	0	52	23
chr9.113668259.+	0	0	0	68	0
chr9.123638122.+	0	0	0	3	0
chr9.129860879.+	0	0	0	169	177
chr9.6954863.+	0	0	0	65	1
chr9.79583510.+	0	0	0	38	0
chr9.97940710.+	0	0	0	173	195
chrX.154739797.-	0	0	0	37	79
chrX.20419388.-	0	0	0	37	17
chrX.23908397.-	0	0	0	4	0
chrX.78654253.-	0	0	0	31	0
chrX.119684944.+	0	0	0	21	238
chrX.136744486.+	0	0	0	93	222
chrX.149516051.+	0	0	0	445	30
chrX.39853636.+	0	0	0	702	1131
chrX.46715032.+	0	0	0	344	727
chrY.12598383.+	0	0	0	30	21
chr1.159011084.-	0	0	0	0	76
chr1.169670592.-	0	0	0	0	5
chr1.172443481.-	0	0	0	0	337
chr1.203306609.-	0	0	0	0	332
chr1.25025821.-	0	0	0	0	24
chr1.31155827.-	0	0	0	0	13
chr1.84691484.-	0	0	0	0	29
chr1.97938386.-	0	0	0	0	4
chr1.108657468.+	0	0	0	0	1164
chr1.115098129.+	0	0	0	0	2
chr1.120779635.+	0	0	0	0	2
chr1.1212611.+	0	0	0	0	75
chr1.174788437.+	0	0	0	0	53
chr1.207862418.+	0	0	0	0	528
chr1.207894599.+	0	0	0	0	9
chr1.246577337.+	0	0	0	0	84
chr1.27870189.+	0	0	0	0	1
chr1.31957475.+	0	0	0	0	1
chr1.41672149.+	0	0	0	0	9
chr1.70752474.+	0	0	0	0	15
chr10.17215711.-	0	0	0	0	45
chr10.48472711.-	0	0	0	0	23
chr10.52754922.-	0	0	0	0	7
chr10.60238245.-	0	0	0	0	289
chr10.61751618.-	0	0	0	0	91
chr10.61835945.-	0	0	0	0	2
chr10.86413498.-	0	0	0	0	11
chr10.932567.-	0	0	0	0	106
chr10.932649.-	0	0	0	0	26
chr10.119405423.+	0	0	0	0	4
chr10.6643362.+	0	0	0	0	79
chr11.107565833.-	0	0	0	0	591
chr11.36410293.-	0	0	0	0	20
chr11.64206261.-	0	0	0	0	2
chr11.47591084.+	0	0	0	0	48
chr11.57406062.+	0	0	0	0	10
chr11.62687228.+	0	0	0	0	89
chr11.8204114.+	0	0	0	0	131
chr12.108700831.-	0	0	0	0	22
chr12.110260533.-	0	0	0	0	2
chr12.54305717.-	0	0	0	0	13
chr12.6377095.-	0	0	0	0	77
chr12.10054469.+	0	0	0	0	136
chr12.110743377.+	0	0	0	0	43
chr12.120539172.+	0	0	0	0	85
chr12.68364370.+	0	0	0	0	30
chr12.68538505.+	0	0	0	0	2
chr12.751596.+	0	0	0	0	65
chr13.24268082.-	0	0	0	0	26
chr13.41007426.-	0	0	0	0	176
chr13.44485233.-	0	0	0	0	49
chr13.49444841.-	0	0	0	0	343
chr13.77768971.-	0	0	0	0	20
chr13.95136147.-	0	0	0	0	14
chr13.102775614.+	0	0	0	0	12
chr13.94458536.+	0	0	0	0	1
chr13.97226319.+	0	0	0	0	9
chr14.22097332.-	0	0	0	0	9
chr14.24673082.-	0	0	0	0	7
chr14.103118681.+	0	0	0	0	3
chr14.22430577.+	0	0	0	0	22
chr14.73755055.+	0	0	0	0	29
chr14.76962428.+	0	0	0	0	365
chr14.92652894.+	0	0	0	0	28
chr15.63842229.-	0	0	0	0	115
chr15.73924858.-	0	0	0	0	758
chr15.40099299.+	0	0	0	0	276
chr15.59686784.+	0	0	0	0	16
chr15.70446609.+	0	0	0	0	14
chr15.75009506.+	0	0	0	0	674
chr15.75626159.+	0	0	0	0	30
chr15.93042280.+	0	0	0	0	4
chr15.94205674.+	0	0	0	0	14
chr16_KI270853v1_alt.1570392.-	0	0	0	0	2
chr16.17377697.-	0	0	0	0	1
chr16.29661580.-	0	0	0	0	1
chr16.56262761.-	0	0	0	0	18
chr16.66368190.-	0	0	0	0	86
chr16.6777298.-	0	0	0	0	1476
chr16.75108571.-	0	0	0	0	1
chr16.85572249.-	0	0	0	0	25
chr16.88793278.-	0	0	0	0	135
chr16.21507085.+	0	0	0	0	2
chr16.29600222.+	0	0	0	0	71
chr16.30122476.+	0	0	0	0	536
chr16.49595935.+	0	0	0	0	2
chr16.80997535.+	0	0	0	0	190
chr16.81798614.+	0	0	0	0	133
chr16.84728863.+	0	0	0	0	9
chr17.19065139.-	0	0	0	0	1
chr17.43170804.-	0	0	0	0	1
chr17.48595881.-	0	0	0	0	341
chr17.57950018.-	0	0	0	0	3
chr17.58339901.-	0	0	0	0	25
chr17.67768220.-	0	0	0	0	3
chr17.69092412.-	0	0	0	0	44
chr17.78262468.-	0	0	0	0	2
chr17.20074280.+	0	0	0	0	2
chr17.28950437.+	0	0	0	0	143
chr17.49747564.+	0	0	0	0	268
chr17.50661612.+	0	0	0	0	91
chr18.25165155.-	0	0	0	0	9
chr18.56328028.-	0	0	0	0	3
chr18.65371989.-	0	0	0	0	2
chr18.63918299.+	0	0	0	0	170
chr19.13103387.-	0	0	0	0	2
chr19.14005316.-	0	0	0	0	59
chr19.17846398.-	0	0	0	0	79
chr19.3339495.-	0	0	0	0	63
chr19.41324160.-	0	0	0	0	1
chr19.41329056.-	0	0	0	0	6
chr19.46939260.-	0	0	0	0	1
chr19.55600864.-	0	0	0	0	72
chr19.7959050.-	0	0	0	0	17
chr19.952780.-	0	0	0	0	10
chr19.10126838.+	0	0	0	0	17
chr19.14783591.+	0	0	0	0	1
chr19.18023315.+	0	0	0	0	49
chr19.3179615.+	0	0	0	0	2
chr19.37779211.+	0	0	0	0	10
chr19.43780159.+	0	0	0	0	2
chr19.6892876.+	0	0	0	0	8
chr2.143478076.-	0	0	0	0	110
chr2.172393607.-	0	0	0	0	176
chr2.232618711.-	0	0	0	0	1
chr2.26245236.-	0	0	0	0	202
chr2.461514.-	0	0	0	0	14
chr2.68715664.-	0	0	0	0	18
chr2.6910704.-	0	0	0	0	3
chr2.85711154.-	0	0	0	0	24
chr2.95043972.-	0	0	0	0	481
chr2.123928975.+	0	0	0	0	8
chr2.131427450.+	0	0	0	0	18
chr2.191630634.+	0	0	0	0	152
chr2.24825430.+	0	0	0	0	147
chr2.26069361.+	0	0	0	0	29
chr2.2685600.+	0	0	0	0	46
chr2.64606282.+	0	0	0	0	3
chr20.32539409.-	0	0	0	0	76
chr20.35743913.-	0	0	0	0	10
chr20.35769005.-	0	0	0	0	200
chr20.37314893.-	0	0	0	0	383
chr20.50381942.-	0	0	0	0	25
chr20.59221629.-	0	0	0	0	43
chr20.31523492.+	0	0	0	0	37
chr20.32777034.+	0	0	0	0	22
chr20.49323407.+	0	0	0	0	1130
chr20.847508.+	0	0	0	0	3
chr21.15136996.-	0	0	0	0	46
chr21.15735408.-	0	0	0	0	88
chr21.15137303.+	0	0	0	0	34
chr21.15356522.+	0	0	0	0	6
chr21.33951283.+	0	0	0	0	61
chr21.38997074.+	0	0	0	0	53
chr21.42235919.+	0	0	0	0	23
chr21.5104629.+	0	0	0	0	1
chr22.25027466.-	0	0	0	0	8
chr22.31491104.-	0	0	0	0	36
chr22.40462918.-	0	0	0	0	10
chr22.37485741.+	0	0	0	0	11
chr22.37633534.+	0	0	0	0	1
chr3.128667222.-	0	0	0	0	40
chr3.157247579.-	0	0	0	0	103
chr3.184534158.-	0	0	0	0	63
chr3.188242401.-	0	0	0	0	1
chr3.188242403.-	0	0	0	0	195
chr3.32457862.-	0	0	0	0	178
chr3.36912968.-	0	0	0	0	56
chr3.49805898.-	0	0	0	0	1
chr3.5499304.-	0	0	0	0	18
chr3.10189106.+	0	0	0	0	52
chr3.124620599.+	0	0	0	0	14
chr3.141560490.+	0	0	0	0	53
chr3.187029397.+	0	0	0	0	1285
chr3.195158093.+	0	0	0	0	3
chr3.45594951.+	0	0	0	0	3
chr3.62834649.+	0	0	0	0	7
chr3.72318375.+	0	0	0	0	2
chr3.87090437.+	0	0	0	0	78
chr4.142446198.-	0	0	0	0	268
chr4.69625942.-	0	0	0	0	2
chr4.88524187.-	0	0	0	0	7
chr4.123258428.+	0	0	0	0	47
chr4.150307364.+	0	0	0	0	5
chr4.176880167.+	0	0	0	0	67
chr4.52726288.+	0	0	0	0	8
chr4.57554510.+	0	0	0	0	1
chr4.83631723.+	0	0	0	0	50
chr4.87218307.+	0	0	0	0	29
chr5.137693839.-	0	0	0	0	12
chr5.137696351.-	0	0	0	0	26
chr5.139388066.-	0	0	0	0	5
chr5.150394905.-	0	0	0	0	1
chr5.39273409.-	0	0	0	0	47
chr5.87113808.-	0	0	0	0	2
chr5.132464953.+	0	0	0	0	10
chr5.172175685.+	0	0	0	0	113
chr5.35479419.+	0	0	0	0	425
chr5.67981475.+	0	0	0	0	167
chr5.95162211.+	0	0	0	0	98
chr6_GL000254v2_alt.1309859.+	0	0	0	0	6
chr6.109189406.-	0	0	0	0	13
chr6.129491029.-	0	0	0	0	339
chr6.159056010.-	0	0	0	0	8
chr6.28384106.-	0	0	0	0	58
chr6.34273117.-	0	0	0	0	12
chr6.35037067.-	0	0	0	0	7
chr6.35046016.-	0	0	0	0	33
chr6.10523847.+	0	0	0	0	5
chr6.109119941.+	0	0	0	0	62
chr6.135309435.+	0	0	0	0	17
chr6.15341246.+	0	0	0	0	2
chr6.154258504.+	0	0	0	0	16
chr6.15750171.+	0	0	0	0	351
chr6.26240122.+	0	0	0	0	360
chr6.27127046.+	0	0	0	0	18
chr6.27839638.+	0	0	0	0	3
chr6.2991322.+	0	0	0	0	14
chr6.34662341.+	0	0	0	0	998
chr6.34671759.+	0	0	0	0	5
chr6.7075122.+	0	0	0	0	128
chr7.2038447.-	0	0	0	0	6
chr7.24908319.-	0	0	0	0	763
chr7.44996165.-	0	0	0	0	11
chr7.71643394.-	0	0	0	0	1
chr7.75092591.-	0	0	0	0	1
chr7.95330139.-	0	0	0	0	128
chr7.130472002.+	0	0	0	0	252
chr7.135979973.+	0	0	0	0	178
chr7.17044791.+	0	0	0	0	187
chr7.33039643.+	0	0	0	0	24
chr7.72058625.+	0	0	0	0	52
chr7.74851545.+	0	0	0	0	1
chr8.21949197.-	0	0	0	0	3
chr8.58857362.-	0	0	0	0	189
chr8.58999020.-	0	0	0	0	84
chr8.124735806.+	0	0	0	0	105
chr8.134162215.+	0	0	0	0	62
chr8.94904617.+	0	0	0	0	3
chr9.114379836.-	0	0	0	0	307
chr9.123030275.-	0	0	0	0	9
chr9.128323614.-	0	0	0	0	20
chr9.129946092.-	0	0	0	0	1
chr9.2022560.-	0	0	0	0	90
chr9.33474751.-	0	0	0	0	16
chr9.35095805.-	0	0	0	0	18
chr9.82790589.-	0	0	0	0	24
chr9.113455250.+	0	0	0	0	23
chr9.136649561.+	0	0	0	0	22
chr9.72991974.+	0	0	0	0	14
chr9.8698233.+	0	0	0	0	16
chrM.4949.+	0	0	0	0	4
chrX.119949804.-	0	0	0	0	2
chrX.149523674.-	0	0	0	0	64
chrX.41621033.-	0	0	0	0	12
chrX.20437368.+	0	0	0	0	64
chrX.23772826.+	0	0	0	0	384
chrX.4712105.+	0	0	0	0	44
chrX.48027176.+	0	0	0	0	1
chrX.65996769.+	0	0	0	0	29
chrX.71107848.+	0	0	0	0	13
chrY.13480645.-	0	0	0	0	9
