4_months	6_months	12_months	18_months	24_months
chr12.116560815.-	0	0	0	1	0
chr12.121128855.-	0	0	0	1	0
chr12.180998.-	0	0	0	3	3
chr12.45988341.-	0	0	0	12	9
chr12.49234298.-	0	0	0	3	1
chr12.85617605.-	0	0	0	2	0
chr12.93767937.-	0	0	0	2	2
chr12.121659979.+	0	0	0	3	5
chr12.121801859.+	0	0	0	1	1
chr12.21339396.+	0	0	0	1	0
chr12.24825959.+	0	0	0	9	5
chr12.26749717.+	0	0	0	2	2
chr12.27461992.+	0	0	0	12	7
chr12.49706062.+	0	0	0	7	4
chr12.55926016.+	0	0	0	1	1
chr12.57079264.+	0	0	0	65	35
chr12.57893701.+	0	0	0	6	2
chr12.69348829.+	0	0	0	1	1
chr13.113185093.-	0	0	0	1	0
chr13.44248960.-	0	0	0	13	6
chr13.46531885.-	0	0	0	1	3
chr13.49692130.+	0	0	0	1	1
chr13.85695060.+	0	0	0	1	0
chr13.86016879.+	0	0	0	1	0
chr14.45132374.-	0	0	0	1	0
chr14.61661527.-	0	0	0	1	2
chr14.68819870.-	0	0	0	3	5
chr14.75068975.-	0	0	0	5	3
chr14.89619489.-	0	0	0	3	2
chr14.100079884.+	0	0	0	3	12
chr14.103120823.+	0	0	0	4	3
chr14.22105062.+	0	0	0	1	0
chr14.23464759.+	0	0	0	2	6
chr14.23530676.+	0	0	0	1	0
chr14.35365671.+	0	0	0	5	24
chr14.49599522.+	0	0	0	2	5
chr14.53109380.+	0	0	0	1	1
chr15.59689679.-	0	0	0	14	14
chr15.63190527.-	0	0	0	1	0
chr15.74385664.-	0	0	0	3	1
chr15.79970503.-	0	0	0	2	0
chr15.98731991.-	0	0	0	2	0
chr15.77761569.+	0	0	0	11	5
chr15.90033989.+	0	0	0	6	2
chr15.98718720.+	0	0	0	2	1
chr16_KI270853v1_alt.1733316.-	0	0	0	1	0
chr16.11241187.-	0	0	0	17	17
chr16.16075427.-	0	0	0	1	1
chr16.3085975.-	0	0	0	1	0
chr16.50667043.-	0	0	0	11	21
chr16.57689234.-	0	0	0	3	0
chr16.60106047.-	0	0	0	3	2
chr16.67244782.-	0	0	0	30	36
chr16.81023854.-	0	0	0	1	0
chr16.30660047.+	0	0	0	2	0
chr16.58859637.+	0	0	0	1	0
chr16.68150390.+	0	0	0	4	0
chr16.70429236.+	0	0	0	12	5
chr16.74667882.+	0	0	0	29	54
chr16.82137310.+	0	0	0	12	6
chr16.88781009.+	0	0	0	1	1
chr17.19113625.-	0	0	0	1	0
chr17.39660193.-	0	0	0	6	2
chr17.57305573.-	0	0	0	2	0
chr17.57505872.-	0	0	0	1	0
chr17.58334640.-	0	0	0	24	36
chr17.58692399.-	0	0	0	3	1
chr17.76383825.-	0	0	0	1	5
chr17.78735416.-	0	0	0	8	1
chr17.7968429.-	0	0	0	28	53
chr17.83195910.-	0	0	0	1	2
chr17.8698362.-	0	0	0	2	3
chr17.17406275.+	0	0	0	2	0
chr17.28812063.+	0	0	0	6	3
chr17.48851698.+	0	0	0	2	5
chr17.56832916.+	0	0	0	2	3
chr17.58219682.+	0	0	0	7	5
chr17.64921257.+	0	0	0	1	1
chr17.73290990.+	0	0	0	1	0
chr17.76556920.+	0	0	0	46	59
chr18.75209932.-	0	0	0	15	29
chr18.13199656.+	0	0	0	1	0
chr18.23863054.+	0	0	0	1	0
chr18.32019377.+	0	0	0	1	0
chr18.47936414.+	0	0	0	1	1
chr19.1206740.-	0	0	0	2	8
chr19.2552321.-	0	0	0	1	0
chr19.3066269.-	0	0	0	2	2
chr19.38685620.-	0	0	0	2	6
chr19.39404745.-	0	0	0	3	0
chr19.58386445.-	0	0	0	1	1
chr19.7522370.-	0	0	0	5	2
chr19.907871.-	0	0	0	4	6
chr19.10285918.+	0	0	0	1	0
chr19.16585271.+	0	0	0	1	0
chr19.18025436.+	0	0	0	2	6
chr19.3134537.+	0	0	0	4	23
chr19.3156643.+	0	0	0	2	6
chr19.39252492.+	0	0	0	1	0
chr19.40416856.+	0	0	0	2	0
chr19.41326988.+	0	0	0	2	0
chr19.44051149.+	0	0	0	1	0
chr19.48322660.+	0	0	0	1	1
chr19.49929399.+	0	0	0	6	11
chr19.703539.+	0	0	0	2	0
chr2.105328441.-	0	0	0	1	1
chr2.137879525.-	0	0	0	1	0
chr2.156430782.-	0	0	0	1	2
chr2.181306513.-	0	0	0	24	52
chr2.201118274.-	0	0	0	18	12
chr2.231643037.-	0	0	0	2	0
chr2.25274152.-	0	0	0	7	10
chr2.42129391.-	0	0	0	6	3
chr2.55009733.-	0	0	0	2	6
chr2.62477910.-	0	0	0	3	15
chr2.64550009.-	0	0	0	2	1
chr2.64671929.-	0	0	0	1	0
chr2.64767368.-	0	0	0	1	0
chr2.135042893.+	0	0	0	1	0
chr2.172281748.+	0	0	0	2	0
chr2.197200832.+	0	0	0	4	0
chr2.202641730.+	0	0	0	3	8
chr2.224402567.+	0	0	0	1	1
chr2.27911893.+	0	0	0	3	3
chr2.42858436.+	0	0	0	1	0
chr2.48236354.+	0	0	0	1	0
chr2.54596034.+	0	0	0	4	6
chr2.68295370.+	0	0	0	2	21
chr2.69643861.+	0	0	0	1	1
chr20.10264264.-	0	0	0	1	5
chr20.59152778.-	0	0	0	2	1
chr20.60049100.-	0	0	0	1	0
chr20.62734615.-	0	0	0	1	9
chr20.23642860.+	0	0	0	3	4
chr20.33000063.+	0	0	0	1	4
chr21.21176120.-	0	0	0	6	12
chr21.29196625.+	0	0	0	6	2
chr21.38752260.+	0	0	0	4	5
chr21.39007890.+	0	0	0	1	1
chr22.27786672.+	0	0	0	1	0
chr22.37275128.+	0	0	0	4	2
chr3.161781732.-	0	0	0	2	4
chr3.31963558.-	0	0	0	1	0
chr3.32402644.-	0	0	0	2	2
chr3.45167147.-	0	0	0	1	1
chr3.45676898.-	0	0	0	2	1
chr3.49341303.-	0	0	0	1	2
chr3.49804325.-	0	0	0	10	4
chr3.57555543.-	0	0	0	1	9
chr3.7206715.-	0	0	0	1	0
chr3.72272160.-	0	0	0	2	1
chr3.72289585.-	0	0	0	7	15
chr3.105418410.+	0	0	0	2	4
chr3.128655616.+	0	0	0	6	2
chr3.128684065.+	0	0	0	10	1
chr3.169158159.+	0	0	0	1	0
chr3.172581662.+	0	0	0	1	2
chr3.177678423.+	0	0	0	2	0
chr3.18209555.+	0	0	0	1	16
chr3.183375606.+	0	0	0	1	3
chr3.18444145.+	0	0	0	5	7
chr3.187927109.+	0	0	0	1	1
chr3.57057942.+	0	0	0	2	7
chr4.106315155.-	0	0	0	2	0
chr4.10703020.-	0	0	0	1	0
chr4.145936285.-	0	0	0	2	0
chr4.184734912.-	0	0	0	4	1
chr4.38772882.-	0	0	0	4	3
chr4.38816516.-	0	0	0	1	0
chr4.70687595.-	0	0	0	1	1
chr4.70994615.-	0	0	0	11	7
chr4.76214595.-	0	0	0	1	4
chr4.10122936.+	0	0	0	9	4
chr4.15764839.+	0	0	0	3	0
chr4.158254124.+	0	0	0	1	0
chr4.16054941.+	0	0	0	1	1
chr4.3305502.+	0	0	0	1	2
chr4.75698093.+	0	0	0	2	2
chr4.76990664.+	0	0	0	2	3
chr4.94345683.+	0	0	0	1	0
chr5.132616468.-	0	0	0	1	1
chr5.173039896.-	0	0	0	17	17
chr5.39077699.-	0	0	0	2	4
chr5.40626541.-	0	0	0	17	9
chr5.88885860.-	0	0	0	2	3
chr5.139272057.+	0	0	0	9	5
chr5.150791376.+	0	0	0	5	2
chr5.159303183.+	0	0	0	5	3
chr5.168854233.+	0	0	0	1	4
chr5.54308989.+	0	0	0	2	0
chr5.76850281.+	0	0	0	3	0
chr5.81852954.+	0	0	0	1	6
chr5.95917162.+	0	0	0	1	2
chr6.13436475.-	0	0	0	1	0
chr6.2990670.-	0	0	0	32	29
chr6.43369995.-	0	0	0	1	1
chr6.56794310.-	0	0	0	1	0
chr6.149127288.+	0	0	0	1	0
chr6.15403297.+	0	0	0	1	0
chr6.15894684.+	0	0	0	1	0
chr6.16236167.+	0	0	0	1	0
chr6.25366931.+	0	0	0	128	112
chr6.2793990.+	0	0	0	4	1
chr6.41939038.+	0	0	0	1	1
chr6.63652051.+	0	0	0	1	3
chr6.72623461.+	0	0	0	1	0
chr7.112389217.-	0	0	0	1	0
chr7.116029760.-	0	0	0	5	3
chr7.135148318.-	0	0	0	5	12
chr7.135761368.-	0	0	0	1	0
chr7.140875371.-	0	0	0	18	11
chr7.149601129.-	0	0	0	1	0
chr7.1927729.-	0	0	0	1	0
chr7.20215653.-	0	0	0	4	3
chr7.21897815.-	0	0	0	1	0
chr7.37356231.-	0	0	0	4	2
chr7.38349727.-	0	0	0	1	0
chr7.47670454.-	0	0	0	1	0
chr7.59750065.-	0	0	0	1	0
chr7.82593809.-	0	0	0	2	1
chr7.106866892.+	0	0	0	1	0
chr7.115410784.+	0	0	0	1	1
chr7.116878426.+	0	0	0	22	11
chr7.120992803.+	0	0	0	4	3
chr7.130471933.+	0	0	0	10	4
chr7.135671180.+	0	0	0	5	2
chr7.143259221.+	0	0	0	2	0
chr7.19677160.+	0	0	0	5	28
chr7.21672992.+	0	0	0	1	1
chr7.38350859.+	0	0	0	1	0
chr7.73579500.+	0	0	0	1	0
chr7.82940916.+	0	0	0	1	0
chr8.107486514.-	0	0	0	1	7
chr8.129181701.-	0	0	0	1	0
chr8.85200543.-	0	0	0	8	3
chr8.8873420.-	0	0	0	1	1
chr8.89981878.-	0	0	0	1	0
chr8.107780965.+	0	0	0	2	0
chr8.133060922.+	0	0	0	1	1
chr8.2986119.+	0	0	0	1	0
chr8.79900195.+	0	0	0	1	0
chr9.137628280.-	0	0	0	2	5
chr9.2731548.-	0	0	0	2	2
chr9.3529030.-	0	0	0	5	3
chr9.113668259.+	0	0	0	3	0
chr9.123638122.+	0	0	0	1	0
chr9.129860879.+	0	0	0	11	13
chr9.6954863.+	0	0	0	2	1
chr9.79583510.+	0	0	0	1	0
chr9.97940710.+	0	0	0	12	13
chrX.154739797.-	0	0	0	1	3
chrX.20419388.-	0	0	0	2	1
chrX.23908397.-	0	0	0	1	0
chrX.78654253.-	0	0	0	1	0
chrX.119684944.+	0	0	0	2	17
chrX.136744486.+	0	0	0	9	12
chrX.149516051.+	0	0	0	6	2
chrX.39853636.+	0	0	0	27	43
chrX.46715032.+	0	0	0	11	39
chrY.12598383.+	0	0	0	2	3
chr1.159011084.-	0	0	0	0	7
chr1.169670592.-	0	0	0	0	1
chr1.172443481.-	0	0	0	0	21
chr1.203306609.-	0	0	0	0	16
chr1.25025821.-	0	0	0	0	2
chr1.31155827.-	0	0	0	0	1
chr1.84691484.-	0	0	0	0	3
chr1.97938386.-	0	0	0	0	1
chr1.108657468.+	0	0	0	0	48
chr1.115098129.+	0	0	0	0	1
chr1.120779635.+	0	0	0	0	2
chr1.1212611.+	0	0	0	0	6
chr1.174788437.+	0	0	0	0	4
chr1.207862418.+	0	0	0	0	34
chr1.207894599.+	0	0	0	0	2
chr1.246577337.+	0	0	0	0	5
chr1.27870189.+	0	0	0	0	1
chr1.31957475.+	0	0	0	0	1
chr1.41672149.+	0	0	0	0	1
chr1.70752474.+	0	0	0	0	1
chr10.17215711.-	0	0	0	0	1
chr10.48472711.-	0	0	0	0	2
chr10.52754922.-	0	0	0	0	1
chr10.60238245.-	0	0	0	0	10
chr10.61751618.-	0	0	0	0	6
chr10.61835945.-	0	0	0	0	1
chr10.86413498.-	0	0	0	0	1
chr10.932567.-	0	0	0	0	2
chr10.932649.-	0	0	0	0	3
chr10.119405423.+	0	0	0	0	1
chr10.6643362.+	0	0	0	0	5
chr11.107565833.-	0	0	0	0	22
chr11.36410293.-	0	0	0	0	3
chr11.64206261.-	0	0	0	0	1
chr11.47591084.+	0	0	0	0	5
chr11.57406062.+	0	0	0	0	2
chr11.62687228.+	0	0	0	0	2
chr11.8204114.+	0	0	0	0	10
chr12.108700831.-	0	0	0	0	1
chr12.110260533.-	0	0	0	0	1
chr12.54305717.-	0	0	0	0	2
chr12.6377095.-	0	0	0	0	2
chr12.10054469.+	0	0	0	0	6
chr12.110743377.+	0	0	0	0	3
chr12.120539172.+	0	0	0	0	2
chr12.68364370.+	0	0	0	0	1
chr12.68538505.+	0	0	0	0	1
chr12.751596.+	0	0	0	0	5
chr13.24268082.-	0	0	0	0	1
chr13.41007426.-	0	0	0	0	12
chr13.44485233.-	0	0	0	0	4
chr13.49444841.-	0	0	0	0	15
chr13.77768971.-	0	0	0	0	1
chr13.95136147.-	0	0	0	0	1
chr13.102775614.+	0	0	0	0	1
chr13.94458536.+	0	0	0	0	1
chr13.97226319.+	0	0	0	0	1
chr14.22097332.-	0	0	0	0	2
chr14.24673082.-	0	0	0	0	1
chr14.103118681.+	0	0	0	0	2
chr14.22430577.+	0	0	0	0	3
chr14.73755055.+	0	0	0	0	1
chr14.76962428.+	0	0	0	0	23
chr14.92652894.+	0	0	0	0	1
chr15.63842229.-	0	0	0	0	9
chr15.73924858.-	0	0	0	0	39
chr15.40099299.+	0	0	0	0	5
chr15.59686784.+	0	0	0	0	2
chr15.70446609.+	0	0	0	0	1
chr15.75009506.+	0	0	0	0	41
chr15.75626159.+	0	0	0	0	2
chr15.93042280.+	0	0	0	0	1
chr15.94205674.+	0	0	0	0	1
chr16_KI270853v1_alt.1570392.-	0	0	0	0	2
chr16.17377697.-	0	0	0	0	1
chr16.29661580.-	0	0	0	0	1
chr16.56262761.-	0	0	0	0	1
chr16.66368190.-	0	0	0	0	5
chr16.6777298.-	0	0	0	0	55
chr16.75108571.-	0	0	0	0	1
chr16.85572249.-	0	0	0	0	1
chr16.88793278.-	0	0	0	0	4
chr16.21507085.+	0	0	0	0	1
chr16.29600222.+	0	0	0	0	21
chr16.30122476.+	0	0	0	0	27
chr16.49595935.+	0	0	0	0	1
chr16.80997535.+	0	0	0	0	1
chr16.81798614.+	0	0	0	0	2
chr16.84728863.+	0	0	0	0	3
chr17.19065139.-	0	0	0	0	1
chr17.43170804.-	0	0	0	0	1
chr17.48595881.-	0	0	0	0	24
chr17.57950018.-	0	0	0	0	1
chr17.58339901.-	0	0	0	0	1
chr17.67768220.-	0	0	0	0	1
chr17.69092412.-	0	0	0	0	4
chr17.78262468.-	0	0	0	0	1
chr17.20074280.+	0	0	0	0	1
chr17.28950437.+	0	0	0	0	4
chr17.49747564.+	0	0	0	0	14
chr17.50661612.+	0	0	0	0	6
chr18.25165155.-	0	0	0	0	1
chr18.56328028.-	0	0	0	0	1
chr18.65371989.-	0	0	0	0	1
chr18.63918299.+	0	0	0	0	6
chr19.13103387.-	0	0	0	0	1
chr19.14005316.-	0	0	0	0	1
chr19.17846398.-	0	0	0	0	1
chr19.3339495.-	0	0	0	0	17
chr19.41324160.-	0	0	0	0	1
chr19.41329056.-	0	0	0	0	1
chr19.46939260.-	0	0	0	0	1
chr19.55600864.-	0	0	0	0	4
chr19.7959050.-	0	0	0	0	1
chr19.952780.-	0	0	0	0	1
chr19.10126838.+	0	0	0	0	1
chr19.14783591.+	0	0	0	0	1
chr19.18023315.+	0	0	0	0	3
chr19.3179615.+	0	0	0	0	1
chr19.37779211.+	0	0	0	0	1
chr19.43780159.+	0	0	0	0	1
chr19.6892876.+	0	0	0	0	1
chr2.143478076.-	0	0	0	0	6
chr2.172393607.-	0	0	0	0	9
chr2.232618711.-	0	0	0	0	1
chr2.26245236.-	0	0	0	0	10
chr2.461514.-	0	0	0	0	1
chr2.68715664.-	0	0	0	0	1
chr2.6910704.-	0	0	0	0	1
chr2.85711154.-	0	0	0	0	1
chr2.95043972.-	0	0	0	0	25
chr2.123928975.+	0	0	0	0	1
chr2.131427450.+	0	0	0	0	1
chr2.191630634.+	0	0	0	0	7
chr2.24825430.+	0	0	0	0	6
chr2.26069361.+	0	0	0	0	3
chr2.2685600.+	0	0	0	0	3
chr2.64606282.+	0	0	0	0	1
chr20.32539409.-	0	0	0	0	6
chr20.35743913.-	0	0	0	0	1
chr20.35769005.-	0	0	0	0	6
chr20.37314893.-	0	0	0	0	31
chr20.50381942.-	0	0	0	0	1
chr20.59221629.-	0	0	0	0	4
chr20.31523492.+	0	0	0	0	1
chr20.32777034.+	0	0	0	0	1
chr20.49323407.+	0	0	0	0	90
chr20.847508.+	0	0	0	0	2
chr21.15136996.-	0	0	0	0	2
chr21.15735408.-	0	0	0	0	7
chr21.15137303.+	0	0	0	0	2
chr21.15356522.+	0	0	0	0	2
chr21.33951283.+	0	0	0	0	2
chr21.38997074.+	0	0	0	0	2
chr21.42235919.+	0	0	0	0	1
chr21.5104629.+	0	0	0	0	1
chr22.25027466.-	0	0	0	0	1
chr22.31491104.-	0	0	0	0	4
chr22.40462918.-	0	0	0	0	1
chr22.37485741.+	0	0	0	0	2
chr22.37633534.+	0	0	0	0	1
chr3.128667222.-	0	0	0	0	5
chr3.157247579.-	0	0	0	0	1
chr3.184534158.-	0	0	0	0	3
chr3.188242401.-	0	0	0	0	1
chr3.188242403.-	0	0	0	0	11
chr3.32457862.-	0	0	0	0	8
chr3.36912968.-	0	0	0	0	3
chr3.49805898.-	0	0	0	0	1
chr3.5499304.-	0	0	0	0	2
chr3.10189106.+	0	0	0	0	6
chr3.124620599.+	0	0	0	0	1
chr3.141560490.+	0	0	0	0	4
chr3.187029397.+	0	0	0	0	67
chr3.195158093.+	0	0	0	0	1
chr3.45594951.+	0	0	0	0	1
chr3.62834649.+	0	0	0	0	1
chr3.72318375.+	0	0	0	0	1
chr3.87090437.+	0	0	0	0	2
chr4.142446198.-	0	0	0	0	11
chr4.69625942.-	0	0	0	0	1
chr4.88524187.-	0	0	0	0	1
chr4.123258428.+	0	0	0	0	3
chr4.150307364.+	0	0	0	0	1
chr4.176880167.+	0	0	0	0	6
chr4.52726288.+	0	0	0	0	1
chr4.57554510.+	0	0	0	0	1
chr4.83631723.+	0	0	0	0	1
chr4.87218307.+	0	0	0	0	1
chr5.137693839.-	0	0	0	0	1
chr5.137696351.-	0	0	0	0	1
chr5.139388066.-	0	0	0	0	2
chr5.150394905.-	0	0	0	0	1
chr5.39273409.-	0	0	0	0	3
chr5.87113808.-	0	0	0	0	1
chr5.132464953.+	0	0	0	0	1
chr5.172175685.+	0	0	0	0	6
chr5.35479419.+	0	0	0	0	23
chr5.67981475.+	0	0	0	0	11
chr5.95162211.+	0	0	0	0	3
chr6_GL000254v2_alt.1309859.+	0	0	0	0	1
chr6.109189406.-	0	0	0	0	1
chr6.129491029.-	0	0	0	0	19
chr6.159056010.-	0	0	0	0	1
chr6.28384106.-	0	0	0	0	2
chr6.34273117.-	0	0	0	0	1
chr6.35037067.-	0	0	0	0	1
chr6.35046016.-	0	0	0	0	1
chr6.10523847.+	0	0	0	0	1
chr6.109119941.+	0	0	0	0	5
chr6.135309435.+	0	0	0	0	4
chr6.15341246.+	0	0	0	0	1
chr6.154258504.+	0	0	0	0	2
chr6.15750171.+	0	0	0	0	17
chr6.26240122.+	0	0	0	0	19
chr6.27127046.+	0	0	0	0	1
chr6.27839638.+	0	0	0	0	2
chr6.2991322.+	0	0	0	0	1
chr6.34662341.+	0	0	0	0	37
chr6.34671759.+	0	0	0	0	1
chr6.7075122.+	0	0	0	0	4
chr7.2038447.-	0	0	0	0	1
chr7.24908319.-	0	0	0	0	42
chr7.44996165.-	0	0	0	0	2
chr7.71643394.-	0	0	0	0	1
chr7.75092591.-	0	0	0	0	1
chr7.95330139.-	0	0	0	0	1
chr7.130472002.+	0	0	0	0	6
chr7.135979973.+	0	0	0	0	7
chr7.17044791.+	0	0	0	0	8
chr7.33039643.+	0	0	0	0	1
chr7.72058625.+	0	0	0	0	1
chr7.74851545.+	0	0	0	0	1
chr8.21949197.-	0	0	0	0	1
chr8.58857362.-	0	0	0	0	7
chr8.58999020.-	0	0	0	0	2
chr8.124735806.+	0	0	0	0	2
chr8.134162215.+	0	0	0	0	2
chr8.94904617.+	0	0	0	0	1
chr9.114379836.-	0	0	0	0	25
chr9.123030275.-	0	0	0	0	2
chr9.128323614.-	0	0	0	0	2
chr9.129946092.-	0	0	0	0	1
chr9.2022560.-	0	0	0	0	3
chr9.33474751.-	0	0	0	0	1
chr9.35095805.-	0	0	0	0	2
chr9.82790589.-	0	0	0	0	2
chr9.113455250.+	0	0	0	0	1
chr9.136649561.+	0	0	0	0	1
chr9.72991974.+	0	0	0	0	1
chr9.8698233.+	0	0	0	0	2
chrM.4949.+	0	0	0	0	1
chrX.119949804.-	0	0	0	0	1
chrX.149523674.-	0	0	0	0	3
chrX.41621033.-	0	0	0	0	1
chrX.20437368.+	0	0	0	0	5
chrX.23772826.+	0	0	0	0	14
chrX.4712105.+	0	0	0	0	1
chrX.48027176.+	0	0	0	0	1
chrX.65996769.+	0	0	0	0	1
chrX.71107848.+	0	0	0	0	3
chrY.13480645.-	0	0	0	0	2
